127.0.0.1 - - [10/Sep/2021:18:45:45 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:45:48 +0530] "GET /sparx/home.html HTTP/1.1" 200 139
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:52:52 +0530] "GET /sparx/home.html HTTP/1.1" 200 217
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:52:52 +0530] "GET /sparx/businessman-using-mobile-online-banking-260nw-1326553091.jpg HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:53:13 +0530] "GET /sparx/home.html HTTP/1.1" 200 217
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:53:13 +0530] "GET /sparx/businessman-using-mobile-online-banking-260nw-1326553091.jpg HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:53:14 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:54:05 +0530] "GET /sparx/home.html HTTP/1.1" 200 224
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:54:06 +0530] "GET /sparx/businessman-using-mobile-online-banking-260nw-1326553091.jpg HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:54:20 +0530] "GET /sparx/home.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:54:20 +0530] "GET /sparx/businessman-using-mobile-online-banking-260nw-1326553091.jpg HTTP/1.1" 200 62488
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:55:01 +0530] "GET /sparx/home.html HTTP/1.1" 200 234
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:55:01 +0530] "GET /sparx/businessman-using-mobile-online-banking-260nw-1326553091.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:56:07 +0530] "GET /sparx/home.html HTTP/1.1" 200 250
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:56:07 +0530] "GET /sparx/businessman-using-mobile-online-banking-260nw-1326553091.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:56:19 +0530] "GET /sparx/home.html HTTP/1.1" 200 250
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:56:30 +0530] "GET /sparx/home.html HTTP/1.1" 200 250
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:56:45 +0530] "GET /sparx/home.html HTTP/1.1" 200 250
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:56:45 +0530] "GET /sparx/businessman-using-mobile-online-banking-260nw-1326553091.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:56:57 +0530] "GET /sparx/home.html HTTP/1.1" 200 250
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:57:09 +0530] "GET /sparx/home.html HTTP/1.1" 200 250
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:57:54 +0530] "GET /sparx/home.html HTTP/1.1" 200 250
0:0:0:0:0:0:0:1 - - [10/Sep/2021:18:57:54 +0530] "GET /sparx/businessman-using-mobile-online-banking-260nw-1326553091.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Sep/2021:19:10:27 +0530] "GET /sparx/home.html HTTP/1.1" 200 300
0:0:0:0:0:0:0:1 - - [10/Sep/2021:19:10:27 +0530] "GET /sparx/businessman-using-mobile-online-banking-260nw-1326553091.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Sep/2021:19:10:27 +0530] "GET /sparx/src/main/webapp/bmr%20Logo.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [10/Sep/2021:19:10:47 +0530] "GET /sparx/home.html HTTP/1.1" 200 277
0:0:0:0:0:0:0:1 - - [10/Sep/2021:19:10:47 +0530] "GET /sparx/bmr%20Logo.png HTTP/1.1" 200 350090
0:0:0:0:0:0:0:1 - - [10/Sep/2021:19:11:15 +0530] "GET /sparx/home.html HTTP/1.1" 200 292
0:0:0:0:0:0:0:1 - - [10/Sep/2021:19:11:15 +0530] "GET /sparx/bmr%20Logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Sep/2021:19:14:33 +0530] "GET /sparx/home.html HTTP/1.1" 200 320
0:0:0:0:0:0:0:1 - - [10/Sep/2021:19:14:33 +0530] "GET /sparx/businessman-using-mobile-online-banking-260nw-1326553091.jpg HTTP/1.1" 304 -
