127.0.0.1 - - [19/Sep/2021:21:40:47 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:40:49 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 448
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:40:49 +0530] "GET /sparx/home.css HTTP/1.1" 200 566
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:40:50 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:45:23 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 593
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:45:40 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 601
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:45:57 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 603
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:49:17 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:49:20 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:49:22 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:49:24 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:49:37 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:49:40 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:49:41 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:50:37 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:50:40 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:50:42 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:50:44 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:51:01 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:51:03 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:51:04 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:51:06 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:51:08 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:51:29 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:52:41 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 615
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:54:32 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:54:33 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:54:34 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:54:35 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:55:00 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 705
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:55:01 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:55:10 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:57:28 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 653
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:57:31 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:59:02 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:21:59:24 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 619
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:00:50 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 661
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:00:54 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:00:55 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:00:59 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:01:35 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 715
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:01:56 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 711
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:03:29 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 1202
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:04:18 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 1201
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:04:20 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:04:43 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 1201
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:05:30 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 1201
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:05:38 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 1201
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:06:00 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 1199
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:06:47 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 1140
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:07:03 +0530] "GET /sparx/home.html HTTP/1.1" 200 1306
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:07:04 +0530] "GET /sparx/bmr%20Logo.png HTTP/1.1" 200 350090
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:07:04 +0530] "GET /sparx/businessman-using-mobile-online-banking-260nw-1326553091.jpg HTTP/1.1" 200 62488
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:07:04 +0530] "GET /sparx/1024px-Branch_office_symbol.svg.png HTTP/1.1" 200 12796
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:07:09 +0530] "GET /sparx/Customer HTTP/1.1" 200 2245
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:09:21 +0530] "GET /sparx/home.html HTTP/1.1" 200 1314
